instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
12324,2012-06-02,2,1,6,16,0,6,0,1,0.9299999999999999,0.6212,0.3862016214307492,0.3173580119841736,189,331,520
12984,2012-06-30,3,1,6,4,0,6,0,1,0.6298412698412699,0.5463323484004858,0.9386264877879771,0.004510614104283253,3,14,17
12321,2012-06-02,2,1,6,13,0,6,0,1,0.6298412698412699,0.6212,0.4033552041404622,0.26362289515024306,274,397,671
12320,2012-06-02,2,1,6,12,0,6,0,1,0.6298412698412699,0.6212,0.41493882006232413,0.3267221339302574,264,414,678
11960,2012-05-18,2,1,5,12,0,5,1,1,0.6298412698412699,0.6212,0.3677575309602248,0.168823488452294,99,290,389
6326,2011-09-26,4,0,9,3,0,1,1,2,0.9299999999999999,0.5455,0.94,0.06766904476882424,2,8,11
6224,2011-09-21,3,0,9,21,0,3,1,2,0.9299999999999999,0.5475018221219234,0.932732658963314,0.010848158165671196,16,113,130
12188,2012-05-28,2,1,5,0,1,1,0,1,0.9299999999999999,0.5870528031630144,0.7927390623741242,0.27949331893780677,15,44,60
11938,2012-05-17,2,1,5,14,0,4,1,1,0.6298412698412699,0.6212,0.3817239364515207,0.22776161987688426,84,236,320
6385,2011-09-28,4,0,9,14,0,3,1,3,0.639375,0.5802411943211228,0.8769384261497771,0.24098395364306036,39,295,335
13514,2012-07-22,3,1,7,6,0,0,0,2,0.9299999999999999,0.5758,0.83,0.0286278748395382,10,21,31
12263,2012-05-31,2,1,5,3,0,4,1,1,0.6298412698412699,0.6061,0.69,0.21491239842316118,4,37,42
13997,2012-08-11,3,1,8,9,0,6,0,3,0.639375,0.5863248741817908,0.8126322208221273,0.1642,15,54,70
12656,2012-06-16,2,1,6,12,0,6,0,1,0.639375,0.6212,0.4140811484844333,0.18730070172470992,192,324,516
13971,2012-08-10,3,1,8,7,0,5,1,3,0.6298412698412699,0.565380899145457,0.8968772942934278,0.12502872346588176,5,122,128
13682,2012-07-29,3,1,7,6,0,0,0,1,0.6662686567164179,0.6197118693392528,0.7292860385667717,0.2129226468597733,22,60,83
12344,2012-06-03,2,1,6,12,0,0,0,1,0.6486153846153847,0.635044806631492,0.3662410220918132,0.2782772997302679,252,408,660
12189,2012-05-28,2,1,5,1,1,1,0,1,0.9299999999999999,0.5909,0.78,0.26911172911873754,15,44,60
14380,2012-08-27,3,1,8,8,0,1,1,1,0.639375,0.6052837503129419,0.8308969776780858,0.10262531665280063,39,299,338
6221,2011-09-21,3,0,9,18,0,3,1,2,0.639375,0.5936172030404797,0.8128739681889571,0.0664233516212699,37,187,224
12943,2012-06-28,3,1,6,11,0,4,1,1,0.6828985507246377,0.6360732848953002,0.5902156535344553,0.13401165014443756,45,426,471
12210,2012-05-28,2,1,5,22,1,1,0,1,0.6662686567164179,0.6952208069975825,0.7398323098018457,0.1642,21,59,80
12933,2012-06-28,3,1,6,1,0,4,1,1,0.639375,0.6212,0.5152719592729469,0.10124925438332986,3,81,84
12934,2012-06-28,3,1,6,2,0,4,1,1,0.639375,0.6212,0.5499231531024215,0.029637150599232172,10,22,32
12935,2012-06-28,3,1,6,3,0,4,1,1,0.639375,0.6078823575560475,0.6017374153030909,0.09216514141675719,1,11,12
12196,2012-05-28,2,1,5,8,1,1,0,1,0.6575757575757576,0.6354131425117856,0.6418551633429987,0.04358848184100325,140,131,272
12919,2012-06-27,3,1,6,11,0,3,1,1,0.6985915492957747,0.6499626313207308,0.36928732175043627,0.3284,62,668,731
12190,2012-05-28,2,1,5,2,1,1,0,1,0.9299999999999999,0.5909,0.7544558635459749,0.2298884494844886,9,28,38
6241,2011-09-22,3,0,9,14,0,4,1,2,0.6298412698412699,0.5595925526018585,0.9167449627032038,0.14544348212428956,31,180,211
13517,2012-07-22,3,1,7,9,0,0,0,2,0.6575757575757576,0.6090085624539673,0.7729707646100957,0.04584273152496145,85,157,242
11843,2012-05-13,2,1,5,15,0,0,0,1,0.639375,0.6212,0.533312687846269,0.33975795222346616,127,253,381
6379,2011-09-28,4,0,9,8,0,3,1,2,0.9299999999999999,0.5455,0.94,0.20623104347075213,17,257,274
12264,2012-05-31,2,1,5,4,0,4,1,1,0.6662686567164179,0.6097619145304356,0.6641891486841544,0.015647828610231382,5,25,30
6224,2011-09-21,3,0,9,21,0,3,1,2,0.9299999999999999,0.5455,0.94,0.0,13,126,139
6293,2012-08-11,3,0,9,9,0,2,1,3,0.6211524493189781,0.5445237567266359,0.9383148728543146,0.22411550611643447,15,139,158
14420,2012-08-29,3,1,8,0,0,3,1,1,0.639375,0.6111711782242507,0.703239368680857,0.04445118034597767,6,27,33
6889,2012-08-11,3,0,10,15,0,2,1,1,0.6192021332390159,0.6246858058919678,0.5717621448491979,0.2578252516324204,57,247,299
13994,2012-08-11,3,1,8,6,0,6,0,1,0.6486153846153847,0.5671147116771463,0.8722648542091931,0.1121921727586358,9,35,44
6165,2012-08-11,2,0,9,14,0,1,1,1,0.6183780445786631,0.5906637010208625,0.7816916665035911,0.10254019828890457,33,159,196
6325,2011-09-26,4,0,9,2,0,1,1,2,0.6298412698412699,0.5616179444713438,0.8806697003100946,0.1104938177753467,6,14,21
12292,2012-06-01,2,1,6,8,0,5,1,2,0.6298412698412699,0.5762133116914592,0.8272628364804027,0.22022398939318089,23,266,290
6066,2011-09-15,3,0,9,7,0,4,1,2,0.6298412698412699,0.5980832429855576,0.7563709112317182,0.2715979275150375,19,257,277
12286,2012-06-01,2,1,6,2,0,5,1,1,0.6298412698412699,0.6129578702061499,0.598004371236387,0.18736805177181293,1,35,36
12580,2012-06-13,2,1,6,8,0,3,1,1,0.6662686567164179,0.5919487747727777,0.7229043290950683,0.5211089340255904,42,671,713
12574,2012-06-13,2,1,6,2,0,3,1,1,0.9299999999999999,0.5758,0.83,0.193913820664742,0,6,7
7545,2012-08-11,3,0,11,16,0,0,1,0,0.6205310456113282,0.62031227965637,0.45718496416524046,0.25061123333643687,58,463,524
12245,2012-05-30,2,1,5,9,0,3,1,2,0.9299999999999999,0.5994571362249619,0.7177394311485108,0.2618026469975123,33,118,152
12726,2012-08-11,2,1,6,2,0,2,0,1,0.621694496776634,0.5746220402939711,0.8260398028221737,0.13603943162759416,0,5,2
12180,2012-08-11,2,1,5,1,0,2,0,3,0.6220840982069455,0.5450352522385948,0.9383396106838303,0.09156743923979695,2,0,12
12288,2012-06-01,2,1,6,4,0,5,1,2,0.9299999999999999,0.5737798470470411,0.8147532324403904,0.11485646326723634,2,78,81
12301,2012-06-01,2,1,6,17,0,5,1,3,0.6575757575757576,0.5987957539375696,0.8043648436879811,0.3142895898077446,16,142,159
12220,2012-08-11,1,1,4,22,0,2,0,2,0.6214616670730855,0.5451004383186253,0.9437567571513027,0.001379575115120393,8,44,53
12617,2012-06-14,2,1,6,21,0,4,1,1,0.6575757575757576,0.6140096214683892,0.6638668894216212,0.1850019560203895,44,149,193
12234,2012-05-29,2,1,5,22,0,2,1,2,0.9299999999999999,0.5471651091016051,0.9333836724439533,0.009880382483696395,9,41,50
12237,2012-05-30,2,1,5,1,0,3,1,3,0.6298412698412699,0.5678523578330364,0.8847712880480503,0.12008156161681019,1,17,19
13716,2012-07-21,3,1,7,0,0,6,0,3,0.62,0.5705627963841075,0.8472276434733307,0.2424603873856862,8,73,82
11861,2012-08-11,2,1,4,16,0,1,0,2,0.6185252011307397,0.6057134382500531,0.6894833299963653,0.2836454879051474,22,87,111
13481,2012-07-20,3,1,7,21,0,5,1,2,0.6298412698412699,0.5758,0.83,0.33489035081037394,26,181,207
6064,2011-09-15,3,0,9,5,0,4,1,1,0.9299999999999999,0.5909,0.7582160323874503,0.1485150756249961,10,183,194
6068,2011-09-15,3,0,9,9,0,4,1,1,0.6486153846153847,0.6303233738569834,0.6606841778338753,0.13032014375688145,33,104,138
11865,2012-05-14,2,1,5,13,0,1,1,2,0.9299999999999999,0.5909,0.73,0.2122385555030179,34,145,179
12241,2012-05-30,2,1,5,5,0,3,1,2,0.9299999999999999,0.570684784671236,0.8378877123618717,0.16739139233880299,8,35,43
12243,2012-05-30,2,1,5,7,0,3,1,2,0.9299999999999999,0.6014174501126189,0.7177256243331771,0.17560866919232584,16,207,223
13480,2012-07-20,3,1,7,20,0,5,1,2,0.6298412698412699,0.5758,0.83,0.37352263272478753,33,208,242
12285,2012-06-01,2,1,6,1,0,5,1,1,0.639375,0.6076707387934717,0.6026973622937789,0.18042766455474296,5,43,49
7512,2011-11-14,4,0,11,14,0,1,1,1,0.6298412698412699,0.6212,0.4420675604646228,0.340743335973798,52,141,193
13478,2012-07-20,3,1,7,18,0,5,1,3,0.6662686567164179,0.6093217383942107,0.8051076200042989,0.29122737920641983,24,122,146
13332,2012-07-14,3,1,7,16,0,6,0,1,0.6575757575757576,0.6376022820152659,0.7861612509254968,0.22839519170754835,52,143,196
13271,2012-07-12,3,1,7,3,0,4,1,1,0.639375,0.609329159440344,0.6813421532928208,0.09543747605078787,1,21,22
12243,2012-05-30,2,1,5,7,0,3,1,2,0.9299999999999999,0.5985043192247285,0.7349744256430548,0.16416696432344025,12,161,173
11865,2012-05-14,2,1,5,13,0,1,1,2,0.9299999999999999,0.5909,0.73,0.2372879693462211,37,136,173
11866,2012-05-14,2,1,5,14,0,1,1,2,0.9299999999999999,0.5909,0.73,0.1652325481197907,39,155,195
7514,2011-11-14,4,0,11,16,0,1,1,1,0.9299999999999999,0.6212,0.46,0.26601118028616183,54,449,503
6329,2011-09-26,4,0,9,6,0,1,1,2,0.9299999999999999,0.5455,0.94,0.0,13,248,261
12612,2012-06-14,2,1,6,16,0,4,1,1,0.639375,0.6159083389825768,0.6359823549207333,0.24325685441594624,70,337,407
12303,2012-06-01,2,1,6,19,0,5,1,3,0.9299999999999999,0.5484480924639795,0.9282857253086905,0.2741023617540307,1,38,40
11886,2012-05-15,2,1,5,10,0,2,1,1,0.639375,0.5922095213664831,0.7761103325748028,0.10708014605871419,28,157,185
14372,2012-08-27,3,1,8,0,0,1,1,1,0.9299999999999999,0.5683052136550633,0.8546539024504499,0.06622038198190847,2,18,20
14370,2012-08-26,3,1,8,22,0,0,0,1,0.9299999999999999,0.5651468505074163,0.8650432549098148,0.0896,20,83,103
12598,2012-06-14,2,1,6,2,0,4,1,2,0.9299999999999999,0.6212,0.53,0.25501164868986936,1,7,8
14369,2012-08-26,3,1,8,21,0,0,0,1,0.6298412698412699,0.562433264626399,0.8812060951489468,0.09859746981114255,22,103,125
12606,2012-06-14,2,1,6,10,0,4,1,1,0.639375,0.6212,0.5662797144305649,0.2537,54,153,207
6319,2011-09-25,4,0,9,20,0,0,0,1,0.6298412698412699,0.5496215714574768,0.925037199329292,0.0896,27,115,143
6408,2011-09-29,4,0,9,13,0,4,1,1,0.6486153846153847,0.6318107318596816,0.5372330197337575,0.29398133598491727,32,140,172
6319,2011-09-25,4,0,9,20,0,0,0,1,0.639375,0.5702886581627377,0.858706245796181,0.07052079623337822,41,115,157
12557,2012-06-12,2,1,6,9,0,2,1,3,0.6298412698412699,0.5663257259953204,0.8837669249969213,0.2537,14,196,211
6318,2011-09-25,4,0,9,19,0,0,0,1,0.6298412698412699,0.5750045801759233,0.832887662727671,0.13351770591559456,85,237,322
6325,2011-09-26,4,0,9,2,0,1,1,2,0.9299999999999999,0.5455,0.94,0.06550078464493511,3,9,12
14373,2012-08-27,3,1,8,1,0,1,1,1,0.9299999999999999,0.5606,0.88,0.07636555494078201,3,8,11
6324,2011-09-26,4,0,9,1,0,1,1,2,0.9299999999999999,0.5552511151624033,0.9012538470368079,0.06748288307755965,1,10,12
12556,2012-06-12,2,1,6,8,0,2,1,1,0.6486153846153847,0.5651600143586517,0.8769920749613116,0.2221012608268643,17,597,615
6434,2011-09-30,4,0,9,15,0,5,1,1,0.6298412698412699,0.6212,0.5328344307168413,0.2143833988682052,61,288,349
12634,2012-06-15,2,1,6,14,0,5,1,1,0.6575757575757576,0.6345524125069636,0.43337069896276337,0.2537,111,260,372
2881,2012-08-11,2,0,4,12,0,1,0,2,0.6199710635894993,0.6059104519513366,0.6824035766986323,0.19188397606813545,50,118,167
12297,2012-06-01,2,1,6,13,0,5,1,3,0.9299999999999999,0.5528943277566637,0.9106185652053096,0.19523094475856617,2,85,88
2823,2011-05-02,2,0,5,12,0,1,1,1,0.9299999999999999,0.6061,0.69,0.21737277317761247,42,140,183
13484,2012-07-21,3,1,7,0,0,6,0,2,0.9299999999999999,0.5758,0.83,0.25885823088013776,10,67,77
12268,2012-05-31,2,1,5,8,0,4,1,1,0.639375,0.6212,0.5637099912366791,0.2537,19,649,668
6435,2011-09-30,4,0,9,16,0,5,1,1,0.6298412698412699,0.6212,0.5161244532191006,0.2181665773100665,93,422,515
6307,2011-09-25,4,0,9,8,0,0,0,2,0.6298412698412699,0.5729145492842529,0.8394916141965363,0.0,49,92,141
12630,2012-06-15,2,1,6,10,0,5,1,1,0.639375,0.6153579046132017,0.558034060133758,0.1824705667200934,87,229,316
6408,2011-09-29,4,0,9,13,0,4,1,1,0.639375,0.6212,0.589784747820712,0.1504903835220465,37,192,229
11846,2012-05-13,2,1,5,18,0,0,0,1,0.6575757575757576,0.6322920368301386,0.4824312881831163,0.3654694174372953,143,224,368
11847,2012-05-13,2,1,5,19,0,0,0,1,0.9299999999999999,0.6093812572523352,0.6013079278083835,0.18364851152874187,65,130,195
14373,2012-08-27,3,1,8,1,0,1,1,1,0.9299999999999999,0.5606,0.88,0.08158809312548762,3,16,19
14376,2012-08-27,3,1,8,4,0,1,1,1,0.9299999999999999,0.5606,0.88,0.015870402143913845,3,29,32
14374,2012-08-27,3,1,8,2,0,1,1,1,0.9299999999999999,0.5606,0.88,0.0896,1,3,4
14380,2012-08-27,3,1,8,8,0,1,1,1,0.6662686567164179,0.6632410453579795,0.7650685306747678,0.09689218144865208,45,106,151
6407,2011-09-29,4,0,9,12,0,4,1,1,0.6486153846153847,0.6164268824522272,0.5554686075129918,0.26015339551080185,38,143,181
14306,2012-08-24,3,1,8,6,0,5,1,2,0.6298412698412699,0.5792175118976105,0.8186837354383759,0.0,9,203,213
12082,2012-05-23,2,1,5,14,0,3,1,2,0.9299999999999999,0.5834907847455366,0.8045338253459051,0.04396461501986193,33,262,296
14014,2012-08-12,3,1,8,2,0,0,0,1,0.9299999999999999,0.5909,0.7329793071251045,0.0922635005698434,11,40,51
12119,2012-05-25,2,1,5,3,0,5,1,1,0.9299999999999999,0.5607584125529324,0.8794789060758805,0.0009338003120221983,3,6,9
12123,2012-05-25,2,1,5,7,0,5,1,1,0.6486153846153847,0.6226324612998372,0.7990874842905366,0.15740710549282397,55,140,195
12371,2012-06-04,2,1,6,15,0,1,1,1,0.9299999999999999,0.6212,0.40219409187978233,0.47308930847439207,85,281,367
6345,2011-09-26,4,0,9,22,0,1,1,1,0.6298412698412699,0.5504654312704471,0.9318062190256647,0.1343,13,90,103
6817,2012-08-11,4,0,10,15,0,5,0,0,0.6194899265078684,0.6227260673057455,0.29015989396410585,0.38804589167166376,177,264,443
6823,2012-08-11,4,0,10,15,0,5,0,0,0.6187606766668162,0.6210186397898535,0.3111595149847814,0.4956135631085141,167,212,372
14198,2012-08-19,3,1,8,18,0,0,0,3,0.6298412698412699,0.5854646764783382,0.7979977600055024,0.10568999744491916,41,138,179
12042,2012-05-21,2,1,5,22,0,1,1,1,0.9299999999999999,0.5909,0.73,0.17506236987680815,25,112,137
14198,2012-08-19,3,1,8,18,0,0,0,2,0.6298412698412699,0.5909,0.78,0.11421233375700701,72,251,324
6290,2011-09-24,4,0,9,15,0,6,0,2,0.9299999999999999,0.5690976123187343,0.8520473278989001,0.05009118840517094,88,212,300
12443,2012-06-07,2,1,6,15,0,4,1,1,0.6747058823529412,0.649397475041652,0.3076329288916923,0.022787762254834087,94,237,331
12891,2012-06-26,3,1,6,7,0,2,1,1,0.9299999999999999,0.6212,0.3927441490964926,0.3517721955384435,30,126,156
6334,2011-09-26,4,0,9,11,0,1,1,1,0.6486153846153847,0.6352066929765428,0.7919691535040547,0.22272375897357796,42,116,158
6289,2011-09-24,4,0,9,14,0,6,0,1,0.639375,0.5952200718310083,0.7915020602468996,0.09597354780356883,157,257,415
6742,2012-08-11,4,0,9,13,0,4,1,1,0.6173359727157903,0.6205009987567153,0.49893105131380583,0.00025997569600326036,76,179,247
6291,2011-09-24,4,0,9,16,0,6,0,1,0.6298412698412699,0.5882657451460919,0.7886939104089377,0.08181025627359188,159,277,436
14199,2012-08-19,3,1,8,19,0,0,0,2,0.6298412698412699,0.5909,0.7631334255653179,0.06924885943151438,52,190,242
12040,2012-05-21,2,1,5,20,0,1,1,1,0.6298412698412699,0.6007434676792347,0.7040961376862245,0.14483686292045278,37,229,267
12898,2012-06-26,3,1,6,14,0,2,1,1,0.6662686567164179,0.6323222624662239,0.3002408309254211,0.4564710427114397,58,296,355
12120,2012-05-25,2,1,5,4,0,5,1,2,0.6298412698412699,0.5758,0.8494989296068571,0.04364510410334853,21,104,126
14187,2012-08-19,3,1,8,7,0,0,0,2,0.6298412698412699,0.6061,0.6850550645234367,0.11188031619877074,30,81,111
6254,2012-08-11,3,0,8,18,0,5,0,0,0.6210109998387283,0.5433361747093165,0.9377303291171301,0.13199056644812018,15,233,241
12937,2012-08-11,3,0,5,0,0,3,1,1,0.6205467084970365,0.6192252601571486,0.4105480298899844,0.19311985034073467,14,39,60
14186,2012-08-19,3,1,8,6,0,0,0,2,0.9299999999999999,0.6061,0.69,0.11223204550747246,6,18,25
14186,2012-08-19,3,1,8,6,0,0,0,2,0.9299999999999999,0.6061,0.69,0.12558286763100307,9,24,34
12125,2012-05-25,2,1,5,9,0,5,1,1,0.6486153846153847,0.6156070323303792,0.8146882201882042,0.1425019753736367,67,236,303
14467,2012-08-11,2,0,7,19,0,1,0,3,0.6194593537988773,0.5903805645126599,0.7319384526815127,0.10640131152923712,59,420,476
12121,2012-05-25,2,1,5,5,0,5,1,2,0.9299999999999999,0.5606,0.88,0.09346812793606812,2,48,51
12118,2012-05-25,2,1,5,2,0,5,1,1,0.9299999999999999,0.5685973964246578,0.853692774918889,0.0896,5,31,36
12838,2012-06-24,3,1,6,2,0,0,0,1,0.6575757575757576,0.6294862263976091,0.5972792785997875,0.06512003953306363,16,71,87
12369,2012-06-04,2,1,6,13,0,1,1,1,0.6298412698412699,0.6212,0.4001282007752,0.4925,79,180,259
12038,2012-05-21,2,1,5,18,0,1,1,1,0.639375,0.6153005737892858,0.69,0.18958769263720632,36,367,403
12462,2012-06-08,2,1,6,10,0,5,1,1,0.6575757575757576,0.6329629229040147,0.4448735842472616,0.23346194736245532,60,229,290
12906,2012-06-26,3,1,6,22,0,2,1,1,0.9299999999999999,0.6212,0.41,0.13891499256809034,13,118,132
6551,2011-10-05,4,0,10,12,0,3,1,1,0.6298412698412699,0.6212,0.42226309167960524,0.3110693253623158,34,170,204
12120,2012-05-25,2,1,5,4,0,5,1,2,0.9299999999999999,0.5606,0.88,0.05500147525527609,2,19,21
12119,2012-05-25,2,1,5,3,0,5,1,2,0.9299999999999999,0.5606,0.88,0.09864988179043707,5,14,20
6699,2012-08-11,3,0,10,15,0,4,0,1,0.619520085174945,0.6216566032810849,0.4242640943798311,0.28140670851995314,59,168,234
14182,2012-08-19,3,1,8,2,0,0,0,1,0.6298412698412699,0.6061,0.6299775972003835,0.08219196349242583,24,67,92
6452,2012-08-11,3,0,9,11,0,5,0,1,0.6186540965647493,0.6213580840773214,0.35413248770991895,0.0008257626060766979,188,249,449
6624,2011-10-08,4,0,10,13,0,6,0,1,0.9299999999999999,0.6212,0.4705700716720952,0.10056264830214454,254,225,479
12420,2012-06-06,2,1,6,16,0,3,1,1,0.9299999999999999,0.6212,0.42892541939578765,0.1318983123495854,72,629,701
12318,2012-08-11,1,1,5,12,0,2,1,1,0.6203407145442588,0.6211090576842062,0.3788443693857136,0.0,80,232,306
6746,2011-10-13,4,0,10,15,0,4,1,2,0.9299999999999999,0.57257202743764,0.8406183307972367,0.19982258953482113,39,360,399
12416,2012-06-06,2,1,6,12,0,3,1,1,0.9299999999999999,0.6212,0.41269290954416055,0.0896,71,220,292
12078,2012-05-23,2,1,5,10,0,3,1,1,0.6486153846153847,0.6016301652518894,0.7493423849946018,0.03167167457865368,45,239,285
12077,2012-05-23,2,1,5,9,0,3,1,1,0.9299999999999999,0.5909,0.78,0.08295674095979973,51,147,198
6745,2011-10-13,4,0,10,14,0,4,1,1,0.639375,0.598458166478326,0.7967952385091738,0.16141723729220292,24,122,146
12077,2012-05-23,2,1,5,9,0,3,1,1,0.639375,0.6158841897701466,0.7057895353361983,0.09744213588364517,37,174,212
6745,2011-10-13,4,0,10,14,0,4,1,1,0.9299999999999999,0.5758,0.83,0.05377011611311585,9,82,92
12083,2012-05-23,2,1,5,15,0,3,1,2,0.9299999999999999,0.5832178670043121,0.8054375264757878,0.08353683694648724,30,195,226
12088,2012-05-23,2,1,5,20,0,3,1,2,0.9299999999999999,0.5769595299113246,0.8261604969823689,0.0,25,223,248
14222,2012-08-20,3,1,8,18,0,1,1,1,0.639375,0.5933206597964806,0.7696143309061885,0.186849866277722,37,256,294
14221,2012-08-20,3,1,8,17,0,1,1,1,0.6575757575757576,0.6253658732796503,0.6662512433014841,0.27070543912642814,85,773,859
14212,2012-08-20,3,1,8,8,0,1,1,2,0.9299999999999999,0.5909,0.7339964937138246,0.1164255372420525,41,626,667
14218,2012-08-20,3,1,8,14,0,1,1,2,0.9299999999999999,0.5821802098136226,0.8088734774383355,0.22051620363086982,23,313,337
12086,2012-05-23,2,1,5,18,0,3,1,2,0.639375,0.5786122344261051,0.82132791146135,0.1595790156786908,40,327,368
14223,2012-08-20,3,1,8,19,0,1,1,1,0.6575757575757576,0.5856200881794399,0.7975690614945842,0.2642322435245657,38,226,264
12065,2012-05-22,2,1,5,21,0,2,1,1,0.9299999999999999,0.5909,0.7598386794022586,0.12228385292374613,22,175,198
12066,2012-05-22,2,1,5,22,0,2,1,1,0.9299999999999999,0.5909,0.73,0.09260870891044522,16,143,160
6700,2012-08-11,3,0,10,18,0,3,1,2,0.6173577730777345,0.5765413376567841,0.8315271594871,0.2570116116725374,21,252,268
6624,2011-10-08,4,0,10,13,0,6,0,1,0.9299999999999999,0.6212,0.48112140623194444,0.07832318665588148,243,219,462
6481,2012-08-11,3,0,9,17,0,6,0,0,0.6198432719197564,0.6208504023675939,0.5039492234020999,0.135093097816599,173,219,395
12056,2012-05-22,2,1,5,12,0,2,1,2,0.6298412698412699,0.6054127349343484,0.7322607403475379,0.00472494732635409,49,194,243
6295,2011-09-24,4,0,9,20,0,6,0,1,0.9299999999999999,0.5745908929186335,0.8339773259255475,0.0,74,164,239
6648,2011-10-09,4,0,10,13,0,0,0,1,0.6486153846153847,0.6322522390485443,0.5154575801992837,0.14384322585667192,195,215,411
6649,2011-10-09,4,0,10,14,0,0,0,1,0.6486153846153847,0.6285597284646757,0.5062256770609042,0.14875233628188586,255,228,483
6294,2011-09-24,4,0,9,19,0,6,0,1,0.639375,0.58625239307473,0.8092793969884207,0.09989123282908435,88,172,260
6292,2011-09-24,4,0,9,17,0,6,0,2,0.639375,0.5954797131268784,0.7994198046573765,0.07729943024653096,115,190,306
6744,2011-10-13,4,0,10,13,0,4,1,1,0.6298412698412699,0.5758,0.83,0.167286419904498,19,137,157
6670,2011-10-10,4,0,10,11,1,1,0,1,0.6662686567164179,0.6160001875835464,0.620218942142404,0.07006130379987316,140,190,331
12102,2012-05-24,2,1,5,10,0,4,1,1,0.639375,0.6126683703195315,0.6725257549319299,0.1427190009058088,53,190,243
6748,2011-10-13,4,0,10,17,0,4,1,1,0.6298412698412699,0.5758,0.83,0.18198467602165158,12,125,138
12104,2012-05-24,2,1,5,12,0,4,1,1,0.6747058823529412,0.6364709230167275,0.6397605484817278,0.2465478510830064,47,493,540
12420,2012-06-06,2,1,6,16,0,3,1,1,0.6298412698412699,0.6212,0.4165955433496767,0.1343,95,446,541
12063,2012-05-22,2,1,5,19,0,2,1,1,0.639375,0.6152772388893492,0.7075923597346063,0.20638582853088078,40,302,343
6750,2011-10-13,4,0,10,19,0,4,1,1,0.9299999999999999,0.5758,0.83,0.23931778105567036,16,173,189
6750,2011-10-13,4,0,10,19,0,4,1,1,0.9299999999999999,0.5758,0.83,0.1666917280760161,17,180,198
6570,2012-08-11,3,0,10,14,0,4,0,0,0.6212705045918359,0.6228712908822275,0.427393923439468,0.36092363463386207,37,118,152
14180,2012-08-19,3,1,8,0,0,0,0,1,0.639375,0.6151868802984293,0.6177863817343363,0.0896,32,127,159
12482,2012-06-09,2,1,6,6,0,6,0,1,0.9299999999999999,0.610838219618297,0.5974484248521933,0.07170900992635512,32,147,179
12483,2012-06-09,2,1,6,7,0,6,0,1,0.9299999999999999,0.6061991044175055,0.6097374717417072,0.10381414492521006,41,200,242
14138,2012-08-17,3,1,8,6,0,5,1,1,0.6298412698412699,0.2424,0.7414588189115057,0.11132945607125735,9,318,328
6366,2011-09-27,4,0,9,19,0,2,1,1,0.6486153846153847,0.5926452761979804,0.7803835771863693,0.004008381597559375,17,217,234
